Target,Model,Horizon,MAE,RMSE,RMSE($),MAPE(%),SMAPE(%),R2,MAPE_thr(%),RMSE_thr($),Pass
DO 0.001%,SARIMA,30,15.0507,34.3119,34.3119,10.9613,12.3308,0.0477,,2.0,False
DO 0.001%,Jump-Gated ARIMAX-CatBoost,30,10.1624,22.3359,22.3359,7.5391,7.845,0.5725,,2.0,False
DO 0.001%,Ridge (Linear),30,14.3135,32.4441,32.4441,10.6316,11.7284,0.098,,2.0,False
DO 0.001%,LightGBM,30,14.2091,34.6563,34.6563,9.7421,11.5177,-0.0292,,2.0,False
DO 0.001%,LSTM,30,17.4918,34.5666,34.5666,13.8181,15.8994,-0.0087,,2.0,False
DO 0.001%,iTransformer,30,19.5887,38.2351,38.2351,15.3992,16.6534,-0.2342,,2.0,False
DO 0.001%,GUMNet-Lite,30,17.7749,37.8653,37.8653,12.9757,15.6904,-0.2104,,2.0,False
DO 0.001%,GUMNet-Ultra,30,15.9586,34.8247,34.8247,11.6914,13.4026,-0.0238,,2.0,False
DO 0.001%,ARIMAX,60,10.482,22.5388,22.5388,7.7279,8.3715,0.6133,,2.0,False
DO 0.001%,SARIMA,60,18.8274,40.556,40.556,13.3393,15.879,-0.2521,,2.0,False
DO 0.001%,Jump-Gated ARIMAX-CatBoost,60,10.2364,21.3841,21.3841,7.9642,8.4651,0.6107,,2.0,False
DO 0.001%,Ridge (Linear),60,16.07,36.6922,36.6922,11.446,13.3835,-0.1462,,2.0,False
DO 0.001%,LightGBM,60,17.4816,38.1615,38.1615,12.9503,14.8211,-0.2399,,2.0,False
DO 0.001%,LSTM,60,25.2922,52.1536,52.1536,18.7928,24.8188,-1.2664,,2.0,False
DO 0.001%,iTransformer,60,25.9943,45.4767,45.4767,21.7291,23.0331,-0.7233,,2.0,False
DO 0.001%,GUMNet-Lite,60,26.3621,46.0762,46.0762,21.2177,26.2303,-0.769,,2.0,False
DO 0.001%,GUMNet-Ultra,60,19.6955,38.7223,38.7223,15.2047,17.1534,-0.2494,,2.0,False
